DayOfWeek,TimeOfDay,Season,CustomerZipCode,StoreZipCode,OrderedQty,ItemID,ShippingOption,HasDiscount,IsPeakSeason,IsWeekend,Distance,Inventory,FulfillmentSuccess
Sun,Afternoon,Spring,70576,61262,47,Item2,Standard,FALSE,FALSE,FALSE,733.7854085,71,0
Tue,Night,Winter,13630,66734,49,Item3,Overnight,TRUE,TRUE,FALSE,1117.406378,62,1
Wed,Morning,Fall,96091,36470,42,Item4,Standard,FALSE,FALSE,FALSE,2051.922201,26,1
Tue,Afternoon,Fall,90061,6447,38,Item2,Expedited,FALSE,TRUE,TRUE,2525.961017,61,0
Sat,Night,Spring,43213,98256,18,Item3,Overnight,TRUE,FALSE,FALSE,1970.425188,23,0
Tue,Evening,Winter,35079,78833,45,Item1,Overnight,FALSE,TRUE,TRUE,828.2773166,88,0
Tue,Morning,Summer,88410,15236,35,Item3,Standard,FALSE,FALSE,FALSE,1299.71771,24,1
Mon,Evening,Summer,77475,78401,30,Item1,Expedited,FALSE,FALSE,TRUE,126.109874,94,1
Tue,Afternoon,Spring,48137,37813,24,Item2,Overnight,FALSE,TRUE,FALSE,436.117374,99,1
Sun,Morning,Spring,21122,41201,42,Item2,Expedited,FALSE,FALSE,FALSE,345.4227556,60,0
Mon,Night,Winter,44833,93420,30,Item3,Overnight,TRUE,TRUE,FALSE,2070.435568,23,0
Thu,Afternoon,Spring,65535,46237,14,Item2,Overnight,TRUE,FALSE,TRUE,300.4827403,21,0
Wed,Night,Spring,40475,57449,6,Item2,Overnight,TRUE,TRUE,TRUE,899.465226,86,0
Mon,Morning,Spring,72366,59918,3,Item1,Expedited,TRUE,FALSE,FALSE,1563.479702,40,0
Sat,Evening,Winter,27513,21776,16,Item2,Expedited,FALSE,FALSE,TRUE,272.818529,89,1
Thu,Afternoon,Spring,26436,28377,7,Item4,Expedited,FALSE,TRUE,FALSE,318.9630295,62,1
Mon,Afternoon,Fall,36545,14487,14,Item1,Expedited,FALSE,TRUE,FALSE,962.027723,88,0
Mon,Night,Winter,33854,69147,9,Item4,Expedited,FALSE,FALSE,FALSE,1498.932452,28,0
Wed,Morning,Fall,10803,24555,15,Item3,Expedited,FALSE,TRUE,FALSE,375.920216,47,1
Sun,Night,Winter,32043,57652,21,Item4,Expedited,TRUE,FALSE,FALSE,1468.801458,45,0
Sat,Morning,Fall,12496,21754,35,Item2,Standard,FALSE,TRUE,FALSE,260.3763733,22,0
Fri,Afternoon,Winter,10451,12069,2,Item3,Expedited,FALSE,FALSE,TRUE,147.692137,92,1
Fri,Morning,Summer,70750,99791,27,Item2,Expedited,FALSE,TRUE,TRUE,3683.936019,68,0
Mon,Afternoon,Spring,37409,41636,2,Item3,Standard,TRUE,FALSE,FALSE,220.4072238,36,1
Tue,Morning,Spring,28792,56377,35,Item3,Standard,FALSE,TRUE,TRUE,940.4422943,82,0
Sat,Evening,Winter,17263,98026,18,Item1,Expedited,TRUE,FALSE,TRUE,2259.852838,74,0
Thu,Morning,Fall,79534,94555,14,Item4,Expedited,TRUE,TRUE,FALSE,1274.281317,42,0
Tue,Evening,Summer,76429,75782,20,Item2,Expedited,FALSE,TRUE,FALSE,185.9011966,53,1
Tue,Morning,Fall,58451,76501,18,Item3,Standard,FALSE,TRUE,FALSE,1139.666685,88,0
Sat,Morning,Spring,55792,84716,10,Item1,Overnight,TRUE,FALSE,TRUE,1163.607901,34,0
Sun,Night,Spring,55012,56111,25,Item3,Overnight,TRUE,TRUE,FALSE,161.326118,66,1
Mon,Night,Fall,88046,38620,2,Item4,Overnight,FALSE,TRUE,TRUE,982.9672026,22,0
Mon,Afternoon,Winter,57070,75424,25,Item3,Overnight,FALSE,TRUE,FALSE,683.2353996,47,0
Mon,Night,Winter,83612,59454,33,Item4,Overnight,TRUE,FALSE,TRUE,344.7041158,22,0
Mon,Morning,Fall,46743,46979,36,Item3,Expedited,TRUE,FALSE,FALSE,92.15963179,23,0
Fri,Night,Spring,4737,57247,31,Item4,Overnight,FALSE,TRUE,TRUE,1330.307694,50,0
Mon,Morning,Fall,61363,80512,14,Item2,Expedited,FALSE,FALSE,TRUE,854.4177178,64,1
Fri,Evening,Spring,40983,28679,1,Item4,Standard,TRUE,TRUE,TRUE,129.5816114,78,1
Fri,Morning,Fall,2813,76882,46,Item4,Standard,TRUE,TRUE,TRUE,1680.247197,64,1
Sun,Afternoon,Winter,76933,75415,16,Item2,Overnight,TRUE,FALSE,TRUE,285.6858714,94,1
Mon,Evening,Summer,35740,28708,46,Item4,Standard,TRUE,TRUE,FALSE,165.2144649,56,1
Wed,Afternoon,Spring,25617,2188,3,Item3,Expedited,FALSE,TRUE,TRUE,650.570647,84,0
Thu,Afternoon,Summer,63537,37727,35,Item3,Overnight,FALSE,TRUE,FALSE,577.8801022,28,0
Tue,Afternoon,Winter,55969,61831,41,Item3,Overnight,FALSE,FALSE,TRUE,338.2835838,36,0
Fri,Night,Fall,44907,44608,6,Item2,Expedited,TRUE,FALSE,FALSE,48.65997227,84,1
Sat,Afternoon,Winter,24301,62293,25,Item4,Expedited,FALSE,TRUE,TRUE,496.8083175,22,1
Sat,Evening,Summer,28348,32708,13,Item4,Expedited,FALSE,TRUE,TRUE,452.4230823,45,1
Thu,Morning,Winter,99664,54734,34,Item3,Overnight,TRUE,FALSE,FALSE,2520.546416,72,1
Sat,Afternoon,Winter,44133,72938,8,Item4,Standard,TRUE,FALSE,TRUE,811.2672036,50,0
Wed,Evening,Fall,58707,15716,21,Item3,Standard,TRUE,FALSE,TRUE,1210.550585,45,0
Sat,Afternoon,Summer,61924,36426,34,Item3,Standard,TRUE,FALSE,TRUE,598.02975,42,0
Tue,Morning,Summer,58712,26215,4,Item3,Standard,TRUE,TRUE,FALSE,1191.631633,49,0
Tue,Evening,Summer,2445,54812,25,Item2,Overnight,FALSE,FALSE,TRUE,1051.311916,29,1
Fri,Evening,Spring,76014,72734,15,Item1,Expedited,TRUE,TRUE,FALSE,289.0831914,91,1
Mon,Morning,Winter,28089,75650,4,Item1,Standard,FALSE,TRUE,TRUE,763.0430006,83,1
Sun,Evening,Summer,99179,15044,45,Item4,Overnight,FALSE,TRUE,TRUE,1884.023258,41,0
Wed,Morning,Winter,42280,39842,12,Item3,Overnight,TRUE,FALSE,TRUE,389.1047771,34,1
Fri,Evening,Fall,45377,84542,32,Item1,Standard,FALSE,FALSE,TRUE,1394.50101,75,0
Wed,Evening,Fall,20866,85202,32,Item1,Expedited,TRUE,FALSE,TRUE,1972.75615,93,1
Mon,Morning,Spring,85930,20319,28,Item4,Expedited,FALSE,FALSE,TRUE,1839.441819,39,0
Sat,Morning,Spring,58448,80653,13,Item2,Overnight,FALSE,FALSE,FALSE,556.7353345,66,0
Sat,Evening,Fall,56157,57536,31,Item4,Expedited,FALSE,TRUE,FALSE,188.3570206,72,1
Sun,Evening,Summer,22730,68937,14,Item4,Overnight,TRUE,FALSE,FALSE,1162.976273,72,0
Mon,Morning,Fall,4558,50254,20,Item3,Expedited,FALSE,TRUE,TRUE,1262.252262,20,0
Fri,Night,Winter,16939,72064,18,Item2,Standard,FALSE,TRUE,FALSE,921.6109292,21,0
Sun,Morning,Spring,72070,37166,29,Item4,Expedited,FALSE,FALSE,TRUE,393.5204909,77,1
Mon,Evening,Spring,56037,92120,6,Item1,Standard,FALSE,FALSE,FALSE,1459.472227,38,0
Thu,Evening,Fall,80109,4764,32,Item1,Standard,FALSE,TRUE,FALSE,1893.871274,81,0
Tue,Evening,Summer,92113,33856,29,Item4,Overnight,TRUE,FALSE,FALSE,2144.133308,97,0
Sun,Morning,Summer,38645,19967,43,Item3,Standard,TRUE,TRUE,TRUE,902.1086805,91,0
Sun,Evening,Winter,53551,51545,2,Item3,Overnight,FALSE,TRUE,TRUE,371.805545,31,1
Fri,Night,Spring,40157,73170,23,Item4,Standard,FALSE,FALSE,TRUE,645.6371465,45,0
Wed,Afternoon,Fall,65409,1583,19,Item2,Standard,FALSE,TRUE,TRUE,1095.343273,46,0
Thu,Night,Fall,12117,85739,31,Item3,Standard,FALSE,TRUE,FALSE,2111.026003,48,0
Fri,Morning,Spring,18216,40759,5,Item1,Expedited,FALSE,FALSE,FALSE,522.1068168,34,0
Mon,Evening,Fall,23324,6451,19,Item2,Expedited,TRUE,TRUE,TRUE,375.8641913,65,1
Mon,Morning,Spring,98544,80722,34,Item4,Standard,FALSE,FALSE,FALSE,1075.203678,20,0
Mon,Afternoon,Summer,6615,66070,10,Item2,Overnight,TRUE,FALSE,TRUE,1181.517827,79,0
Mon,Morning,Summer,28511,2136,25,Item3,Standard,TRUE,TRUE,TRUE,580.6318629,76,1
Wed,Evening,Fall,22835,15454,2,Item3,Overnight,TRUE,TRUE,FALSE,111.880609,22,1
Thu,Afternoon,Summer,44890,26421,11,Item1,Standard,FALSE,FALSE,TRUE,161.7330502,37,1
Sat,Afternoon,Summer,98277,7064,31,Item4,Standard,TRUE,TRUE,FALSE,2402.441705,71,0
Tue,Evening,Winter,15717,44667,15,Item2,Overnight,FALSE,FALSE,TRUE,134.9109619,79,1
Wed,Evening,Spring,4622,48182,9,Item2,Overnight,TRUE,TRUE,TRUE,810.3694012,53,0
Wed,Evening,Spring,28786,61482,23,Item2,Expedited,FALSE,TRUE,TRUE,527.8335191,79,1
Sat,Morning,Fall,39746,73730,19,Item2,Overnight,TRUE,FALSE,TRUE,545.6837046,45,0
Sat,Night,Spring,56144,7945,9,Item1,Standard,TRUE,TRUE,TRUE,1128.894684,91,1
Tue,Morning,Winter,81155,90274,35,Item1,Overnight,FALSE,FALSE,TRUE,751.3400694,38,0
Tue,Morning,Fall,76513,5675,21,Item1,Expedited,FALSE,FALSE,FALSE,1630.531235,41,1
Sat,Night,Fall,12789,4677,9,Item3,Standard,TRUE,FALSE,FALSE,374.8197105,52,1
Mon,Evening,Spring,38320,44854,28,Item1,Standard,FALSE,TRUE,TRUE,441.3880361,57,1
Wed,Evening,Summer,58757,87364,46,Item1,Standard,TRUE,FALSE,FALSE,856.7568619,54,0
Fri,Night,Summer,44076,85215,7,Item4,Overnight,TRUE,TRUE,TRUE,1762.307089,86,0
Tue,Night,Summer,15003,47950,16,Item4,Standard,FALSE,TRUE,TRUE,337.2730666,29,1
Tue,Morning,Summer,2366,92337,16,Item4,Standard,FALSE,TRUE,TRUE,2572.117431,34,0
Sat,Afternoon,Winter,57450,54180,33,Item4,Overnight,FALSE,FALSE,FALSE,574.3711417,30,0
Thu,Night,Fall,66544,62357,4,Item1,Standard,FALSE,FALSE,FALSE,287.6235765,43,1
Fri,Morning,Summer,43981,54563,4,Item1,Overnight,TRUE,TRUE,TRUE,622.4025125,96,0
Fri,Afternoon,Winter,48842,12482,39,Item3,Overnight,TRUE,TRUE,TRUE,539.4125132,23,1
Tue,Evening,Fall,82520,12106,40,Item2,Expedited,TRUE,TRUE,FALSE,1764.265009,32,0
Mon,Evening,Spring,83821,79367,17,Item2,Standard,FALSE,FALSE,FALSE,1282.001117,92,0
Thu,Morning,Spring,63036,90003,37,Item4,Overnight,TRUE,FALSE,FALSE,1577.447918,76,0
Fri,Morning,Winter,45225,60101,39,Item3,Expedited,FALSE,FALSE,FALSE,264.4723694,56,0
Tue,Night,Fall,4579,85257,29,Item1,Overnight,TRUE,TRUE,TRUE,2354.896139,67,1
Fri,Evening,Summer,40041,27814,36,Item2,Standard,FALSE,TRUE,FALSE,521.5074726,90,1
Sun,Morning,Fall,5731,44135,38,Item4,Expedited,TRUE,TRUE,FALSE,462.3120812,20,0
Thu,Evening,Summer,25140,72843,39,Item4,Overnight,FALSE,TRUE,TRUE,651.5666533,79,0
Thu,Evening,Winter,3445,70537,37,Item2,Expedited,FALSE,FALSE,TRUE,1424.322238,31,1
Sun,Night,Summer,94567,49202,35,Item2,Standard,TRUE,FALSE,FALSE,1996.103443,40,0
Wed,Afternoon,Winter,98294,47833,7,Item2,Overnight,FALSE,FALSE,TRUE,1817.17432,30,0
Sun,Night,Fall,13461,54208,27,Item1,Standard,FALSE,TRUE,TRUE,614.6013326,63,0
Sat,Morning,Fall,97214,45618,28,Item2,Overnight,TRUE,TRUE,TRUE,2026.901721,77,0
Sat,Night,Summer,35149,62992,22,Item3,Expedited,TRUE,TRUE,FALSE,324.3599041,63,1
Tue,Night,Fall,55334,41729,14,Item3,Standard,FALSE,FALSE,TRUE,760.9062549,97,1
Thu,Evening,Summer,39630,63557,7,Item2,Expedited,TRUE,TRUE,TRUE,599.4147094,53,0
Wed,Night,Fall,28789,14132,37,Item1,Overnight,TRUE,TRUE,TRUE,584.4812687,44,0
Wed,Morning,Spring,8559,91103,22,Item4,Overnight,FALSE,TRUE,TRUE,2387.186139,23,0
Fri,Afternoon,Summer,41555,77533,5,Item2,Standard,TRUE,TRUE,FALSE,873.4366165,83,1
Fri,Night,Winter,89001,98342,2,Item2,Standard,TRUE,TRUE,FALSE,800.5977757,35,0
Sun,Night,Spring,35740,42728,27,Item2,Overnight,TRUE,FALSE,FALSE,151.3818081,29,0
Wed,Afternoon,Winter,42141,28166,21,Item3,Expedited,TRUE,TRUE,FALSE,293.6975859,85,1
Sun,Morning,Fall,21624,47446,38,Item3,Overnight,FALSE,TRUE,FALSE,551.3085489,54,1
Sun,Morning,Spring,97424,12207,15,Item4,Expedited,TRUE,TRUE,FALSE,2445.511972,25,0
Fri,Night,Fall,34681,7876,21,Item1,Standard,FALSE,TRUE,TRUE,993.9763289,38,0
Thu,Evening,Summer,34117,98849,10,Item2,Expedited,TRUE,FALSE,FALSE,2550.707698,78,0
Sun,Night,Winter,13309,57301,23,Item2,Overnight,TRUE,TRUE,FALSE,1131.737832,72,0
Mon,Afternoon,Fall,26386,44104,39,Item2,Expedited,FALSE,FALSE,TRUE,157.5900268,27,1
Thu,Afternoon,Winter,31824,32680,5,Item4,Standard,TRUE,FALSE,FALSE,191.1175014,97,1
Wed,Afternoon,Winter,31327,73036,1,Item2,Expedited,TRUE,FALSE,TRUE,1000.651741,29,0
Wed,Night,Fall,41643,53215,13,Item3,Overnight,FALSE,FALSE,TRUE,468.6607249,86,1
Sun,Night,Summer,79097,60143,21,Item1,Overnight,TRUE,FALSE,FALSE,838.995248,57,0
Thu,Morning,Winter,48453,16506,26,Item3,Expedited,TRUE,FALSE,FALSE,170.7420904,48,0
Fri,Evening,Fall,75671,31535,45,Item2,Overnight,FALSE,TRUE,TRUE,674.0591415,34,1
Fri,Night,Summer,19540,96022,21,Item4,Standard,TRUE,TRUE,TRUE,2419.00349,42,0
Sat,Morning,Fall,77973,45224,18,Item3,Expedited,TRUE,FALSE,TRUE,1022.239807,65,0
Wed,Night,Summer,73044,54467,37,Item1,Expedited,TRUE,FALSE,TRUE,721.7435006,47,1
Tue,Morning,Winter,70555,72131,45,Item4,Expedited,FALSE,FALSE,TRUE,367.7501965,45,0
Sat,Morning,Spring,54634,19152,32,Item2,Overnight,TRUE,TRUE,TRUE,826.5991771,29,0
Fri,Evening,Fall,41268,8551,36,Item2,Expedited,FALSE,TRUE,TRUE,463.2316245,66,0
Thu,Night,Winter,81657,61310,17,Item4,Expedited,FALSE,FALSE,FALSE,898.7673382,23,1
Fri,Morning,Fall,65774,19344,35,Item3,Expedited,FALSE,FALSE,TRUE,954.9640872,74,0
Thu,Afternoon,Fall,78211,97539,49,Item3,Expedited,FALSE,TRUE,FALSE,1624.60284,85,0
Sat,Afternoon,Summer,31324,27351,11,Item4,Standard,FALSE,TRUE,FALSE,268.7743479,86,1
Wed,Afternoon,Fall,99784,73572,21,Item3,Overnight,TRUE,FALSE,FALSE,3367.389553,26,0
Fri,Evening,Summer,52072,64457,26,Item1,Standard,FALSE,FALSE,TRUE,255.8794235,74,1
Sun,Morning,Winter,66603,21240,4,Item4,Expedited,FALSE,FALSE,FALSE,1016.185734,99,0
Thu,Evening,Fall,6060,83318,34,Item1,Overnight,TRUE,TRUE,TRUE,2074.621293,50,0
Wed,Night,Winter,43532,95341,48,Item4,Expedited,TRUE,TRUE,TRUE,1957.903817,93,0
Tue,Night,Spring,3602,47020,18,Item1,Standard,FALSE,TRUE,FALSE,720.6908548,38,1
Thu,Morning,Winter,73071,4683,40,Item2,Expedited,FALSE,TRUE,TRUE,1629.690787,47,0
Sat,Afternoon,Fall,41825,51001,35,Item2,Standard,FALSE,FALSE,FALSE,826.0942166,47,0
Tue,Morning,Spring,68956,63551,41,Item3,Standard,TRUE,TRUE,TRUE,311.9798425,38,0
Tue,Morning,Summer,26559,23970,29,Item4,Overnight,TRUE,FALSE,FALSE,219.9573323,39,0
Mon,Morning,Spring,87511,75201,29,Item2,Expedited,FALSE,FALSE,FALSE,569.1561714,32,0
Fri,Evening,Fall,12525,95231,38,Item4,Expedited,FALSE,FALSE,FALSE,2482.727188,96,0
Thu,Night,Fall,73442,43963,42,Item4,Expedited,TRUE,FALSE,TRUE,1015.744069,62,0
Tue,Morning,Winter,80611,98829,21,Item1,Overnight,FALSE,FALSE,TRUE,929.8029464,30,0
Mon,Morning,Summer,61938,89425,42,Item2,Standard,TRUE,TRUE,TRUE,1547.386552,67,0
Sat,Morning,Fall,18833,29075,13,Item3,Overnight,FALSE,TRUE,TRUE,576.1545697,34,0
Wed,Evening,Fall,45805,35976,49,Item3,Overnight,FALSE,FALSE,FALSE,456.2638236,36,0
Sun,Evening,Summer,33332,72640,41,Item3,Standard,FALSE,FALSE,FALSE,1013.247014,73,0
Sun,Evening,Summer,30625,16117,17,Item4,Expedited,TRUE,TRUE,FALSE,535.1944639,69,0
Thu,Morning,Winter,65559,1054,9,Item3,Standard,TRUE,TRUE,FALSE,1050.859148,47,1
Tue,Afternoon,Spring,37033,10457,41,Item4,Standard,FALSE,FALSE,FALSE,818.6148753,23,1
Sun,Afternoon,Summer,27863,49421,1,Item2,Standard,FALSE,TRUE,TRUE,706.0328132,41,0
Fri,Afternoon,Fall,65468,85736,2,Item4,Expedited,TRUE,FALSE,TRUE,1170.765839,58,0
Sun,Night,Summer,4006,6758,48,Item3,Standard,FALSE,FALSE,TRUE,190.8424706,53,0
Sun,Morning,Fall,36042,43432,29,Item2,Overnight,FALSE,TRUE,FALSE,692.250383,63,0
Sun,Afternoon,Winter,32013,98030,33,Item3,Standard,TRUE,FALSE,TRUE,2372.075002,61,1
Mon,Afternoon,Spring,25115,70801,10,Item4,Standard,FALSE,TRUE,FALSE,777.8130762,59,0
Tue,Afternoon,Winter,27916,85940,40,Item4,Overnight,FALSE,TRUE,FALSE,1899.331398,31,0
Fri,Morning,Summer,98683,88101,21,Item3,Expedited,TRUE,FALSE,FALSE,1267.979828,21,1
Tue,Afternoon,Fall,56552,74036,28,Item2,Overnight,TRUE,FALSE,FALSE,748.2571655,47,0
Thu,Afternoon,Summer,78067,31023,11,Item4,Expedited,FALSE,FALSE,TRUE,1027.854835,93,0
Thu,Morning,Summer,72747,89019,34,Item1,Expedited,TRUE,TRUE,FALSE,1166.838403,86,0
Thu,Night,Summer,58655,15423,8,Item1,Expedited,TRUE,FALSE,TRUE,1241.499544,90,0
Sat,Evening,Summer,55796,25048,22,Item1,Expedited,TRUE,TRUE,TRUE,863.2380746,91,0
Sun,Afternoon,Spring,38462,44890,8,Item1,Overnight,TRUE,TRUE,FALSE,464.0592794,95,1
Sat,Evening,Fall,74753,51576,49,Item3,Expedited,TRUE,FALSE,FALSE,517.7261503,29,0
Mon,Night,Summer,36039,12534,15,Item4,Overnight,FALSE,TRUE,TRUE,952.4506184,76,0
Thu,Night,Fall,7208,71826,17,Item2,Standard,FALSE,FALSE,FALSE,1193.91652,56,1
Fri,Afternoon,Spring,74735,45808,23,Item1,Overnight,TRUE,FALSE,FALSE,772.4019579,96,0
Tue,Morning,Fall,60407,73736,24,Item3,Standard,TRUE,TRUE,FALSE,608.4779382,83,0
Sun,Night,Fall,30055,74117,45,Item2,Overnight,FALSE,FALSE,TRUE,713.814378,98,0
Wed,Evening,Spring,98188,16156,19,Item3,Standard,FALSE,FALSE,TRUE,2098.007,59,0
Fri,Evening,Summer,58276,16732,5,Item4,Overnight,FALSE,FALSE,FALSE,1024.676283,79,0
Sun,Evening,Fall,77433,58544,32,Item1,Overnight,TRUE,FALSE,TRUE,1169.376807,67,1
Sat,Evening,Winter,98609,85172,44,Item2,Overnight,FALSE,FALSE,TRUE,1077.211645,38,0
Sat,Night,Fall,3911,13036,1,Item2,Overnight,FALSE,FALSE,TRUE,278.8130994,91,1
Fri,Afternoon,Summer,69156,5730,23,Item3,Standard,TRUE,FALSE,FALSE,1556.304566,52,0
Sat,Afternoon,Winter,36082,49872,37,Item3,Expedited,TRUE,TRUE,TRUE,983.3522031,63,1
Thu,Evening,Summer,46041,88103,8,Item4,Overnight,FALSE,FALSE,TRUE,1007.559437,56,0
Mon,Afternoon,Fall,95697,2646,13,Item2,Standard,TRUE,FALSE,TRUE,2694.629595,55,1
Tue,Evening,Spring,7420,46154,8,Item1,Overnight,TRUE,TRUE,TRUE,607.5513979,40,0
Mon,Evening,Summer,20250,10022,23,Item1,Expedited,TRUE,FALSE,TRUE,207.6774319,21,1
Sun,Morning,Summer,17041,75949,43,Item2,Standard,FALSE,FALSE,TRUE,1180.038027,50,1
Tue,Night,Spring,26282,58282,1,Item2,Standard,FALSE,TRUE,FALSE,1136.343639,49,1
Tue,Night,Fall,61377,65037,45,Item4,Standard,FALSE,FALSE,TRUE,281.0207373,95,1
Mon,Evening,Summer,70397,97902,24,Item1,Overnight,FALSE,TRUE,TRUE,1744.363631,63,0
Fri,Night,Fall,14738,46290,35,Item1,Overnight,FALSE,FALSE,FALSE,397.7217637,31,0
Tue,Afternoon,Fall,56170,78726,24,Item3,Expedited,FALSE,TRUE,TRUE,953.3673909,70,0
Mon,Evening,Fall,45840,47581,17,Item3,Expedited,TRUE,FALSE,FALSE,232.4554977,68,1
Tue,Morning,Spring,38644,34114,5,Item1,Overnight,FALSE,TRUE,FALSE,788.7698132,43,0
Wed,Afternoon,Fall,25270,25570,20,Item2,Overnight,FALSE,TRUE,TRUE,69.45159633,43,1
Fri,Morning,Fall,56571,98542,21,Item2,Standard,FALSE,TRUE,FALSE,1286.335397,79,0
Thu,Morning,Winter,61525,84106,40,Item3,Overnight,TRUE,FALSE,FALSE,1156.875359,30,0
Tue,Night,Winter,2148,45674,31,Item2,Standard,TRUE,TRUE,TRUE,641.1500783,32,0
Wed,Night,Winter,17047,14009,46,Item4,Expedited,FALSE,FALSE,TRUE,160.3940378,91,0
Thu,Evening,Summer,28173,84101,36,Item2,Overnight,TRUE,TRUE,TRUE,1737.044332,93,1
Thu,Night,Summer,29471,79363,11,Item2,Expedited,TRUE,FALSE,FALSE,1229.383769,91,0
Sun,Morning,Winter,45828,41149,15,Item2,Overnight,FALSE,TRUE,FALSE,188.6493823,83,1
Tue,Morning,Spring,4927,42207,19,Item3,Overnight,TRUE,TRUE,FALSE,1007.176064,39,0
Mon,Afternoon,Spring,22642,54750,7,Item2,Standard,TRUE,TRUE,FALSE,830.3152911,91,1
Tue,Morning,Winter,45855,31046,28,Item1,Overnight,FALSE,TRUE,FALSE,556.5769953,92,0
Wed,Evening,Summer,77987,47725,43,Item3,Expedited,TRUE,FALSE,FALSE,815.6097991,90,0
Thu,Evening,Summer,45854,36323,5,Item2,Overnight,TRUE,FALSE,FALSE,654.9782499,97,0
Tue,Night,Spring,87123,33175,5,Item2,Expedited,FALSE,TRUE,FALSE,1674.040042,47,0
Mon,Night,Fall,32536,20187,30,Item4,Overnight,FALSE,TRUE,FALSE,743.9905318,21,0
Sun,Night,Spring,87830,47381,32,Item2,Expedited,TRUE,FALSE,TRUE,1389.047948,62,1
Tue,Evening,Fall,29440,50068,8,Item3,Expedited,TRUE,FALSE,FALSE,934.9427483,27,0
Fri,Morning,Summer,58323,24179,10,Item2,Expedited,FALSE,FALSE,TRUE,1245.570678,32,0
Sun,Night,Summer,7505,48817,38,Item3,Overnight,TRUE,TRUE,TRUE,526.4664891,54,0
Mon,Afternoon,Winter,8317,68340,47,Item1,Standard,TRUE,FALSE,TRUE,1213.79678,42,0
Wed,Night,Summer,62298,21826,32,Item2,Expedited,TRUE,TRUE,TRUE,786.2143899,65,0
Thu,Evening,Fall,28635,14422,48,Item3,Expedited,TRUE,FALSE,FALSE,493.5087951,34,1
Tue,Night,Spring,65347,85923,28,Item1,Standard,FALSE,TRUE,FALSE,1008.503217,21,0
Mon,Morning,Winter,12165,12159,17,Item3,Expedited,FALSE,FALSE,TRUE,29.70960144,80,1
Sun,Night,Fall,638,13694,31,Item2,Expedited,FALSE,TRUE,TRUE,1901.329668,95,0
Fri,Evening,Spring,75035,89428,8,Item3,Overnight,TRUE,TRUE,FALSE,1336.924677,83,1
Mon,Evening,Spring,94704,95564,40,Item2,Standard,TRUE,FALSE,FALSE,226.9514565,71,0
Sat,Afternoon,Spring,40245,76649,25,Item3,Expedited,FALSE,FALSE,TRUE,823.0683337,55,0
Fri,Evening,Summer,44023,64166,9,Item1,Overnight,TRUE,TRUE,FALSE,710.0362346,86,0
Sun,Afternoon,Spring,5081,19050,2,Item2,Overnight,FALSE,FALSE,TRUE,332.9197856,88,1
Wed,Morning,Summer,72572,25411,15,Item1,Overnight,FALSE,TRUE,FALSE,756.3358911,86,0
Thu,Evening,Spring,80650,93042,3,Item2,Overnight,TRUE,TRUE,FALSE,948.1643205,66,0
Sun,Night,Spring,87106,70427,49,Item3,Standard,TRUE,TRUE,TRUE,1010.619188,21,1
Wed,Morning,Summer,76233,13332,36,Item1,Standard,FALSE,FALSE,TRUE,1315.779272,63,0
Tue,Night,Summer,6787,33771,4,Item2,Overnight,TRUE,FALSE,FALSE,1095.560051,83,0
Mon,Night,Fall,62518,2364,14,Item1,Standard,FALSE,TRUE,TRUE,968.042891,97,0
Sat,Night,Spring,47236,89835,41,Item4,Overnight,TRUE,TRUE,FALSE,1536.758127,47,0
Fri,Morning,Summer,75143,15210,41,Item1,Expedited,FALSE,TRUE,FALSE,1058.461595,73,0
Fri,Morning,Fall,28606,4616,25,Item2,Expedited,TRUE,FALSE,FALSE,878.4892511,93,1
Mon,Evening,Fall,85634,66425,10,Item3,Overnight,TRUE,TRUE,FALSE,1056.082884,86,1
Sat,Night,Summer,35243,68429,21,Item4,Expedited,TRUE,TRUE,TRUE,744.1336552,55,1
Mon,Afternoon,Spring,70584,56153,36,Item4,Overnight,FALSE,TRUE,FALSE,952.4511596,82,0
Tue,Evening,Fall,70128,8732,12,Item4,Expedited,FALSE,TRUE,TRUE,1122.288408,44,0
Wed,Morning,Spring,97732,37207,27,Item1,Expedited,TRUE,FALSE,TRUE,1736.997739,67,0
Sun,Afternoon,Spring,18334,52625,40,Item2,Standard,TRUE,TRUE,TRUE,841.3470428,58,0
Fri,Morning,Fall,56479,94502,2,Item1,Overnight,TRUE,TRUE,FALSE,1519.609222,66,0
Tue,Afternoon,Summer,77523,31213,13,Item4,Standard,TRUE,TRUE,FALSE,694.6549438,40,0
Wed,Evening,Spring,67442,75010,32,Item4,Overnight,FALSE,TRUE,TRUE,391.0546058,49,0
Tue,Afternoon,Winter,38646,69121,31,Item4,Expedited,TRUE,FALSE,TRUE,798.8227313,50,0
Sat,Evening,Summer,75759,13115,16,Item1,Overnight,TRUE,TRUE,TRUE,1292.959714,45,1
Fri,Morning,Fall,7073,89451,32,Item4,Overnight,FALSE,FALSE,TRUE,2398.523627,41,0
Sun,Afternoon,Winter,72166,55077,32,Item3,Overnight,TRUE,TRUE,TRUE,750.1108634,40,0
Mon,Night,Spring,89061,49056,34,Item2,Overnight,TRUE,FALSE,TRUE,1645.120906,20,0
Mon,Night,Summer,61944,45424,11,Item4,Expedited,TRUE,TRUE,TRUE,191.4584264,56,1
Wed,Morning,Winter,97103,50109,10,Item2,Expedited,FALSE,FALSE,TRUE,1506.589546,96,0
